web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,mconstruidos
1620522779-7845,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-5.html,Venta Casa en Residencial Villa Carriedo,"4,000,000",3,184
1620523106-8775,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,Casa en Venta Paseo Jurica 1 Planta de Lujo en Queretaro,"13,000,000",3,267
1620522948-8318,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Venta de Casa en Milenio 3ra Secc a 7 Min. del Centro Comercial Ubika,"1,321,100",3,1000
1620523173-8989,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casa en Venta en Juriquilla Querétaro,"9,500,000",4,230
1620524006-11628,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-6.html,"La Casa de Tu Sueños en Altos Juriquilla, 4ta Recamara, Roof","4,953,000",3,500
1620523820-11034,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,"Preciosa Casa, Grand Juriquilla, Alberca, 3 Recámaras, Jardín, Estudio o 4ta Rec","2,450,000",4,1000
1620523835-11075,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-29.html,"Preciosa Casa en La Condesa Juriquilla, Gran Jardín, 3 Recám","4,000,000",4,195
1620522496-7002,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-40.html,"Preciosa Residencia en Grand Juriquilla, 3 Recámaras, Estudi","2,750,000",3,207
1620523590-10318,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,"Estrena Residencia Premium en Cumbres del Lago, Jardín, 4ta Rec en Pb, Cto Serv","6,750,000",3,230
1620522496-6993,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-40.html,Casa en Venta en Juriquilla Hacienda San Pedro,"9,250,007",4,342
1620523492-9988,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-74.html,"Linda, Iluminada y Cómoda Casita en Venta en La Colonia Eduardo Loarca Jf","775,000",3,900
1620522948-8314,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Venta Casa en Jurica Confortable y Amplia Agradable Diseño Arquitectonico,"11,000,000",2,76
1620522893-8145,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Estrena Casa de 2 Hab. (Opción a 3 Hab) en Altos Juriquilla,"2,950,657",5,930
1620523590-10309,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,Casa en Venta en Cumbres del Lago Juriquilla,"3,690,000",2,156
1620523744-10790,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Hermosa Residencia en Cumbres del Lago, Única E Indescriptib","14,200,000",3,268
1620522787-7874,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Estrena Moderna Casa de 3 Hab. en Lomas de Juriquilla,"4,600,000",4,480
1620523984-11562,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-9.html,Casa en Preventa en Altos Juriquilla,"6,012,500",3,250
1620523820-11040,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,Casa en Venta Juriquilla Bio Grand Queretaro,"2,750,000",3,172
1620523917-11343,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-18.html,"Casa en Venta, Queretaro","1,680,000",3,165
1620523202-9105,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,"Casa en Ciruelos de Jurica, Querétaro","2,870,000",3,160
1620522893-8143,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,Este Lugar Puede Ser Tu Hogar - Casa en Preventa con Amplios Espacios en Juriquilla,"4,250,000",2,231
1620522580-7254,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-30.html,Casa - Juriquilla,"2,750,000",3,211
1620523644-10478,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-54.html,Venta Casa en Juriquilla San Valentín 122 Juriquilla Queretaro,"18,500,000",3,196
1620523606-10348,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,Preciosa Casa Estilo Mexicano,"4,440,000",6,1000
1620523659-10536,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,"Residencia en Venta en Lomas de Juriquilla, 4 Recamaras, 5.5 , 3 Niveles.","4,500,000",3,450
1620523879-11212,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-23.html,"En Venta Hermosa Casa en La Condesa Juriquilla, 4 Recámaras, 4 , Premium!","5,100,000",4,287
1620522446-6862,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-46.html,"Preciosa Casa en El Mirador, 3 Recamaras, Jardín, Roof Garde","2,390,000",4,209
1620523165-8983,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Casa en Venta Sangiovese Juriquilla San Isidro Queretaro,"2,065,000",4,1223
1620523462-9902,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-78.html,Venta Casa en Cumbres del Lago de 2 Niveles con Doble Altura!,"5,478,000",3,131
1620522677-7543,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-18.html,"Casa en Venta en Cumbres del Lago, Minimalista. - Doble Altura, de Autor.","5,250,000",3,236
1620522661-7484,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-20.html,Hermosa Casa en Venta Nueva La Arboleda III San Isidro Juriquilla,"1,935,000",3,303
1620523813-11011,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-32.html,Casa en Venta con 6 Recamaras y Alberca en Cañada Juriquilla,"16,000,000",3,129
1620524044-11761,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,Casa en Venta Cumbres del Lago Queretaro Ll,"4,950,000",6,1300
1620523485-9982,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-75.html,"Preciosa Casa en Milenio III - C.275  - Roof Garden, 3 Niveles, Luxury.","3,350,000",3,300
1620523248-9233,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-9.html,"Venta Casa, Condesa Juriquilla","4,500,000",3,160
1620523329-9488,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-95.html,"Grand Juriquilla, Moderna, 3 Recámaras, Doble Altura, 3 , Family Room, Lujo","2,400,000",5,210
1620523969-11502,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,"Venta - Casa con Recámara en Planta Baja Bien Ubicada, Centro Sur","1,800,000",3,195
1620522827-7977,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-4.html,Casa a La Venta en Exclusivo Clúster de Querétaro,"3,000,000",4,140
1620522948-8317,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-6.html,Venta Casa Juriquilla,"8,500,000",3,128
1620523352-9568,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-92.html,Casa de Diseño en Venta Campanario,"16,000,000",3,975
1620522972-8399,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa Espectacular con Acabados de Lujo y Excelente Vista en Juriquilla,"19,500,007",4,460
1620523721-10717,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-44.html,"Preciosa Casa en Milenio III, Roof Garden con Hermosa Vista","3,590,000",3,1117
1620523232-9188,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-11.html,Casa en Venta en El Campanario,"12,500,000",3,130
1620523121-8844,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-7.html,Casa en Venta de Una Planta en Cumbres del Lago Juriquilla 2 Recamaras Ycc,"2,440,000",4,730
1620523872-11201,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-24.html,Casa en Venta,"2,650,000",2,270
1620523390-9694,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-87.html,"Preciosa Casa, El Refugio, Alberca, 3 Niveles 4 Recámaras, 3.5  Roof Garden","2,232,000",3,189
1620524066-11797,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-6.html,"Preciosa Casa en Cumbres del Lago, Jardín, Roof Garden, 3 Recámaras, Estudio.","4,400,000",4,128
1620522512-7048,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-38.html,"Estrena Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca","3,077,750",3,294
1620523375-9645,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-89.html,"Casa en Venta en Milenio III, Fraccionamiento Privado, Alberca, Roof Garden!","2,490,000",3,158
1620523292-9395,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,El Mirador Casa con Acabados de Lujo y 3 Recamaras!,"2,480,000",3,128
1620523019-8524,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,"Casa en Venta en Condesa Juriquilla, Querétaro.","4,690,000",3,136
1620523500-10015,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-73.html,"Se Vende Preciosa Residencia en La Condesa Juriquilla, 3 Habitaciones, Estudio","4,500,000",3,208
1620522893-8160,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-13.html,"Hermosas 4 Casas en Milenio III, 3 Recámaras, 2.5 , Conjunto Privado, Lujo","2,225,000",4,460
1620523232-9204,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-11.html,Casa en Venta en Querétaro,"2,063,250",3,126
1620523545-10157,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,Casa Residencia en Venta en Cumbres del Lago Juriquilla Quer,"8,300,000",3,123
1620522427-6802,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-48.html,"Residencia de Autor, 3 Recámaras con Baño Completo, Gran Jardín, Estudio, Lujo!","3,190,000",3,300
1620522646-7432,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-22.html,Casa en Venta Cumbres de Lago,"4,320,000",3,290
1620522454-6880,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-45.html,"Preciosa Casa en Milenio III, Bóveda Catalana, 3 Recamaras","2,900,000",3,320
1620523195-9061,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-16.html,Venta Casas - Cumbres del Lago - Juriquilla - Queretaro,"3,200,000",3,152
1620522787-7869,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Hermosa Residencia de 2 Niveles de 615 . de Construcción Bio Grand,"6,980,000",3,193
1620523582-10280,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-62.html,Casa Preferente - Altos Juriquilla,"2,512,000",4,356
1620522654-7467,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-21.html,"Residencia, Una Planta, La Condesa Juriquilla, 3 Recámaras, Jardín, Doble Altura","2,950,000",3,122
1620522620-7354,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,"Hermosa Casa, Cumbres del Lago, Privada, 3 Recámaras, Alberca, 2.5 , 205 ","2,600,000",3,234
1620522654-7450,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-21.html,Casa en Venta en Centro Sur Ofp 21 2534,"4,850,000",3,205
1620522827-7980,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-4.html,"Preciosa Residencia en La Condesa Juriquilla, 4ta Recamara en Pb, Roof Garden.","4,400,000",3,200
1620522472-6923,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-43.html,Venta Hermosa Casa en Jurica,"13,000,000",4,192
1620522909-8210,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-11.html,Casa en Venta Juriquilla Condominio Los Olivos con 4 Habitaciones,"2,980,000",3,1000
1620523398-9703,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-86.html,Preciosa Residencia en Cumbres del Lago con Alberca Propia,"6,200,000",4,154
1620522732-7701,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,"Hermosa Casa en Milenio III, 4 Recamaras, Una en Pb, Roof G","4,400,000",4,289
1620523202-9107,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,"En Venta Preciosa Residencia en Villas del Mesón Juriquilla, T.1,000 ","10,500,000",4,149
1620523598-10338,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-60.html,"Preciosa Casa en La Condesa Juriquilla, Gran Jardín, 3 Recámaras, Estudio, Lujo!","4,000,000",3,1000
1620522685-7552,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-17.html,"Hermosa Casa en Grand Juriquilla, 3 Niveles, 4ta Recámara en Planta Baja, Lujo!","2,200,000",3,207
1620523061-8649,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-15.html,Casa en Venta en Calle Juriquilla Ambar Cumbres del Lago,"5,220,007",3,1278
1620522685-7546,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-17.html,Venta Hermosa Casa en San Isidro Juriquilla 3 Recamaras,"2,650,000",3,245
1620523659-10525,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,Claustros de Santiago,"5,000,000",3,195
1620522852-8031,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,"Hermosa Residencia en La Condesa Juriquilla, Jardín, 3 Recam","4,100,000",3,200
1620522669-7510,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,Bio Preserve (Juriquilla),"2,795,000",3,183
1620524036-11721,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,"Casa Nueva 3 Recamaras + Cuarto Servicio, Privada con Seguridad y Alberca $4,953,000 Juriquilla, Que","4,953,000",3,160
1620523492-9991,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-74.html,Casa con Amplio Jardín en Villas del Mesón Juriquilla,"6,850,000",3,172
1620523606-10360,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,"Preciosa Casa en Grand Juriquilla, 3 Recamaras, 2.5 , T","2,500,000",3,480
1620523947-11440,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-14.html,"Milenio III, Privada, Alberca, 3 Recámaras, Estudio, Roof Garden C.350  T.220 ","3,700,000",3,195
1620523181-9018,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-18.html,"Hermosa Residencia en Milenio III, Privada, Alberca, Roof Garden, 3 Recamaras","3,800,000",3,220
1620523217-9149,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Hermosa Residencia en Milenio III, Privada, Alberca, 3 Niveles, Roof Garden","3,350,000",3,140
1620523300-9418,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-2.html,"Casa en Pre Venta en Privada Sabinos, Jurica","16,500,000",3,150
1620522868-8084,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,"Estrena Hermosa Casa en Cumbres del Lago, con Roof Garden, a","3,251,000",5,567
1620522554-7164,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-33.html,"Casa en Venta en Villas del Mesón Juriquilla, Querétaro","9,600,000",3,160
1620523932-11401,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,Venta Casa Juriquilla Cumbres del Lago,"2,800,000",4,804
1620522709-7623,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-14.html,"Se Vende Casa en Juriquilla, San Isidro, 3 Recamaras, Jardín","2,200,000",3,151
1620523598-10341,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-60.html,Casa de Lujo de 4 Hab. en El Campanario,"19,200,000",3,128
1620523150-8918,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,"Jurica, Casa de un Nivel en Venta con Terraza y Jacuzzi","12,500,000",4,750
1620522989-8434,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,"Preciosa Residencia de Autor - Cumbres del Lago, 4 Recamaras, 4.5 , Alberca","4,840,000",4,1100
1620522464-6919,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-44.html,Casa en Venta Jurica 3 Habitaciones Jgcc,"6,200,000",4,250
1620522917-8234,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Hermosa Casa en Venta. El Mirador,"2,490,013",3,316
1620523027-8545,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-3.html,Casa en Condominio Centro Sur Queretaro,"3,786,000",2,130
1620522852-8036,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,En Venta Exclusiva Casa en Cumbres del Lago Juriquilla,"5,400,000",4,181
1620523462-9899,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-78.html,"Casa en Venta en Cumbres del Lago Juriquilla con 4 Rec, 1 E","5,300,000",4,280
1620522520-7081,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,Hermosa Casa en Venta con 922 m de Terreno en Juriquilla Amplios Espacios,"15,900,000",4,291
1620523697-10654,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-47.html,Estrene Residencia en El Campanario,"18,250,000",3,922
1620523150-8938,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,"Gran Oportunidad de Inversión, Casa de Campo a 10 Minutos de Juriquilla, 650 m de Terreno","2,980,000",3,724
1620523909-11312,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-19.html,El Mirador Casa de 175  y Excelente Amenidades! Rahqro,"2,480,000",3,650
1620523012-8499,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-5.html,Casa en Venta en Paso de Los Toros El Refugio,"2,380,007",3,136
1620524066-11799,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-residencial-el-refugio-pagina-6.html,"Hermosa Casa en Venta en Altavista Juriquilla, 3 Recámaras, 2.5 , Privada","1,980,000",3,110
1620523827-11045,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,Venta Casa Juriquilla Queretaro,"3,700,000",3,150
1620523917-11333,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-18.html,Casa en Venta en Centro Sur,"3,200,000",3,297
1620522827-7965,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-4.html,Casa Localizada en Lo Mejor de Juriquilla! Jgj 20 - 178,"3,969,000",3,160
1620522480-6955,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-42.html,"En Condesa Juriquilla, Roof Garden, 4.5 , Jardín, 3 Recámaras, Preciosa.","3,180,000",3,162
1620522554-7177,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-33.html,Casa en Zenit Altos Juriquilla,"4,398,000",3,180
1620523744-10798,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,Amplia Casa en Venta de 1 Planta en Juriquilla,"19,700,000",3,180
1620524044-11742,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,"Casa en Venta en Cumbres del Lago Juriquilla, Querétaro.","4,750,000",3,2000
