web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,baños,mconstruidos
1620516819-270,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en El Campanario sin amoblar de 2 dormitorios! RAHQRO,"$25,000",2,2,76
1620516781-142,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=4,Departamento en renta en Centro Sur OFP 20 1622,"$14,000",2,2,87
1620516849-403,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Departamento en renta El Mirador 2 habitaciones JGCC,"$11,500",2,2,85
1620516895-589,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=10,"Departamento en Renta, en Juriquilla, Querétaro","$16,000",3,2,102
1620516904-618,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=9,Lindo Departamento en Renta. Juriquilla. FVR,"$23,500",3,3,184
1620516880-508,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=1,Departamento Amueblado en Milenio III,"$12,000",2,2,null
1620516833-339,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,"departamento en renta amueblado TEIDE Campanario, Queretaro","$29,000",3,4,200
1620516789-175,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Bello Departamento Amueblado Ofp 19-286,"$22,500",2,2,85
1620516857-428,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,Renta exclusivo departamento en el Mirador AGT,"$11,500",2,2,85
1620516750-14,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,DEPARTAMENTO EN RENTA EN 3 VISTAS JURIQUILLA,"$18,000",3,2,134
1620516991-928,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,RENTA DE DEPARTAMENTO EN PISO 8 EN MARBELLA TORRES & SPA...,"$17,800",4,5,244
1620516919-664,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=7,Se Renta Departamento 2 Recámaras en Juriquilla Posee Alberca y Gym YCC,"$17,000",2,2,98
1620516811-263,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,Renta Departamento Amueblado Aira Jurica,"$28,000",2,2,146
1620516857-423,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,AMUEBLADO departamento en El Mirador con todos los servicios!,"$11,500",1,1,72
1620516865-463,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,Renta Departamento Milenio lll,"$25,000",2,2,120
1620516873-492,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,Penthouse en renta amoblado de 3 dormitorios y 246 mts2 en El Milenio III RAHQRO,"$27,000",3,3,246
1620516841-370,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=3,Departamento a estrenar en El Mirador sin amueblar de 85 mts2! RAHQRO,"$14,000",2,2,85
1620516789-169,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Elegante Departamento en RENTA en Alia Centro Sur,"$18,500",3,3,129
1620516805-238,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,"RENTA DEPARTAMENTO CENTRO SUR, CERCA DE LA SALIDA A MEXICO ROOF GARDEN GIASIO.","$16,000",3,2,110
1620516919-680,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=7,RENTA DE DEPARTAMENTO EN TRES VISTAS JURIQUILLA,"$17,000",2,2,134
1620516943-758,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,Departamento nuevo en renta en Biosfera Towers Juriquilla,"$18,000",3,2,175
1620516781-147,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=4,Excelente Departamento en Queretaro con mantenimiento incluido,"$21,000",2,2,130
1620516895-566,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=10,Renta de departamento 3 recamaras con amenidades,"$19,500",3,3,153
1620516919-662,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=7,"Departamento en Renta, en Juriquilla, Querétaro","$16,000",3,2,90
1620516976-884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,DEPARTAMENTO EN RENTA EN TORRES MARBELLA QUERÉTARO,"$18,000",3,4,244
1620516904-603,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=9,Departamento de lujo en renta en Juriquilla,"$18,000",3,3,120
1620516943-750,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,Departamento en Juriquilla,"$32,000",3,3,170
1620516951-803,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,Departamento - Juriquilla,"$16,000",4,2,123
1620516819-276,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en Renta. El Campanario. FVR,"$20,500",1,1,40
1620516805-209,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,"DEPARTAMENTO EN RENTA EN CENTRAL PARK QUERÉTARO, GRAN DEPA DE 213 m2 3 RECAMARAS","$23,000",3,2,213
1620516774-91,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=5,"Departamento amueblado en renta, Central Park, piso 11","$24,000",3,2,null
1620516841-378,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=3,Departamento en renta El Mirador 1 habitación AVH,"$9,500",1,1,72
1620516935-717,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,RENTA DE 2 DEPARTAMENTOS EN JURIQUILLA TOWERS UBICADOS EN EL PISO 9 Y 11,"$27,100",2,2,114
1620516873-478,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,Departamento en Renta en Milenio 3a. Sección,"$18,500",33,4,170
1620516935-742,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,Renta depa amueblado con excelentes amenidades en Juriquilla JF,"$19,000",1,2,98
1620516811-262,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,RENTA DE DEPARTAMENTO EN ARCO DE PIEDRA,"$20,000",2,2,115
1620516789-151,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Departamento en renta Centro Sur 2 habitaciones AVH,"$14,000",2,2,87
1620516865-470,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,"DEPARTAMENTO EN RENTA, CITY VIEW, CAMPANARIO, AMUEBLADO","$24,000",2,2,110
1620516797-208,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,RENTA DEPARTAMENTO EN CENTRO SUR KOLORIA,"$18,500",2,2,84
1620516888-547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,Hermoso PH amueblado en renta,"$28,501",3,3,232
1620516789-168,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,DEPARTAMENTO AMUEBLADO EN RENTA EN EDIF MOTTO,"$18,000",2,2,82
1620516805-232,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,"DEPARTAMENTO EN RENTA AMUEBLADO EN CENTRAL PARK, CENTRO SUR, QUERETARO","$38,500",3,3,270
1620516797-180,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,Renta de Departamento Amueblado  en Centro Sur Queretaro 1 Rec. y amenidades,"$15,000",1,1,90
1620516888-535,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,Departamento - Juriquilla,"$26,000",2,2,110
1620516857-440,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,Departamento en renta El Mirador 2 habitaciones JRH,"$14,000",2,2,85
1620516991-950,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,Departamento en Renta EL REFUGIO Querétaro 3 habitaciones Amueblado con amenidades,"$18,000",3,2,170
1620516766-61,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=6,LOFT AMUEBLADO EN RENTA EN CENTRO SUR,"$15,000",1,1,1
1620516750-20,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,"DEPAS EN RENTA EN CUMBRES DE LAGO JURIQUILLA, QUERÉTARO.","$18,000",2,2,135
1620516935-724,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,Departamento en Renta RID10434,"$17,500",2,2,170
1620516888-537,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,DEPARTAMENTO AMUEBLADO EN RENTA SOBRE BLVD DE LA CAMPANA EN JURIQUILLA QUERETARO,"$18,500",2,2,100
1620516873-475,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,Departamento para RENTA a estrenar en Milenio III,"$14,000",3,2,125
1620516811-245,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/?currency=mxn,Departamento en Renta JURICA Queretaro 2 habitaciones Privada Arco de Piedra,"$14,000",2,2,92
1620516991-939,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,"Amplio departamento en renta, El Refugio OFP 19-2196","$18,000",3,3,190
1620516805-228,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,RENTA DEPARTAMENTO EN QUERETARO - CENTRO SUR,"$10,500",2,1,90
1620516833-344,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento amoblado en El Campanario de 40 mts2! RAHQRO,null,1,1,40
1620516904-620,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=9,Excelente departamento en Atelier Juriquilla,"$25,000",3,2,null
1620516927-700,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=6,EXCLUSIVO DEPARTAMENTO EN RENTA,"$18,000",3,3,166
1620516912-637,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=8,RENTA DEPARTAMENTOS AMUEBLADOS - BIOSFERA - JURIQUILLA - QUERETARO,"$27,000",3,3,165
1620516750-25,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,"Departamento en Venta o Renta amueblado en Biosfera Juriquilla , Querétaro.","$25,000",2,2,119
1620516750-21,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,"SE RENTA DEPA EN CUMBRES DE LAGO JURIQUILLA, QUERÉTARO","$18,000",2,3,140
1620516781-123,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=4,"Departamento amueblado en renta, Central Park, piso 8","$22,000",3,2,null
1620516825-307,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,RENTA DEPARTAMENTO CAMPANARIO SIERRA AZUL QUERETARO LOFT,"$15,000",1,1,null
1620516865-466,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,Departamento - Fraccionamiento Mirador del Marqués,"$24,000",2,2,110
1620516833-348,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,"Departamento en El Campanario, Querétaro","$13,500",3,4,1
1620516819-289,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,"Departamento en renta en City View, El Campanario","$18,000",2,2,132
1620516991-931,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,Amplio departamento en renta con terraza en El Refugio OFP 20 1648,"$14,000",1,2,207
1620516895-575,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=10,"Departamento en Renta amueblado, en Biosfera Juriquilla con 2 recamaras y Balcón","$18,000",2,2,90
1620516849-414,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Departamento Amueblado en Renta Dentro del Mirador. Servicios Incluidos SR212500,"$11,500",1,1,72
1620516849-410,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Se renta departamento amueblado en el mirador de 2 recamaras y 2 baños,"$15,500",2,2,122
1620516935-729,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,Departamento en Renta en Juriquilla las Cruces,"$22,000",2,3,107
1620516895-593,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=10,DEPARTAMENTO en RENTA AMUEBLADO JURIQUILLA  CON TERRAZA  MODERNO,"$16,900",2,2,136
1620516789-154,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=3,Renta Departamento 3 Rec Queretaro Central Park T200,"$27,000",3,4,1
1620516888-559,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,Departamento en Renta en Queretaro Real de Juriquilla,"$10,500",2,2,70
1620516943-749,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,"DEPARTAMENTO en RENTA, PLANTA BAJA, ESTUPENDA UBICACION y ESPACIOS","$16,500",3,2,173
1620516750-12,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=2,"DEPARTAMENTO EN VENTA O RENTA EN VISTA DIAMANTE CUMBRES DEL LAGO JURIQUILLA, 2 R","$22,000",2,2,196
1620516943-747,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA UBICADO EN JURIQUILLA TOWERS !!,"$30,000",2,2,128
1620516797-207,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,EXCELENTE DEPARTAMENTO TOTALMENTE AMUEBLADO Y EQUIPADO EN RENTA EN CENTRAL PARK.,"$22,000",1,2,103
1620516825-318,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,"RENTA DE EXCLUSIVO DEPARTAMENTO AMUEBLADO EN EDIFICIO ADAMANT, QUERÉTARO","$18,000",2,2,74
1620516976-870,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,Departamento en Renta El Refugio,"$12,000",2,2,null
1620516805-235,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,Departamento en Centro Sur,"$17,000",1,1,105
1620516805-222,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=1,"DEPA EN RENTA EN CENTRAL PARK, CON VISTA A LA CIUDAD Y AMPLIA TERRAZA.","$23,000",3,2,213
1620516958-825,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,Departamento tipo dúplex en Altos de Juriquilla sin amueblar! RAHQRO,"$14,500",2,3,156
1620516904-602,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=9,Renta  Departamento Queretaro  2 rec  Biosfera Juriquilla,"$15,000",2,2,111
1620516857-429,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=1,Departamento en renta EL Mirador 2 habitaciones JGCC,"$11,500",2,2,85
1620516833-340,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento en renta en el Campanario ELITE,"$23,600",2,2,123
1620516943-751,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,"Departamento Amueblado en Renta en Privalia Ambienta, Querétaro.","$12,000",3,2,82
1620516797-199,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=2,Exclusivo departamento en renta 2 recamaras 2 baños en Centro Sur JF,"$18,000",2,2,82
1620516951-782,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA UBICADO EN JURIQUILLA,"$38,000",3,2,224
1620516919-678,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=7,Lomelin BR | DEPARTAMENTO EN RENTA | 2 HABITACIONES + SALA TV + BALCON | LIFE JURIQUI...,"$24,000",2,2,null
1620516984-909,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=2,Departamento en Renta de 3 recamaras a solo 15min del Centro de Queretaro.,"$7,000",3,2,111
1620516943-754,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=4,DEPARTAMENTO EN JURIQUILLA,"$20,500",3,3,1
1620516766-71,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?&page=6,"DEPARTAMENTO EN RENTA EN CENTRAL PARK QUERÉTARO, GRAN DEPA DE 213 m2 3 RECAMARAS","$23,000",3,2,213
1620516849-394,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=2,Renta Departamento Amueblado con Sky View - El Mirador,"$15,500",2,2,122
1620516841-385,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/departamento/for-rent/?&page=3,Departamento en renta El mirador 1 habitación AVH,"$11,500",1,1,72
1620516976-888,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=3,RENTA DEPARTAMENTO DE 1 RECAMARÁ EN QUERÉTARO.,"$10,000",1,1,58
1620516865-472,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=3,Departamento AMUEBLADO en RENTA con vista panorámica en Querétaro Zona El Campanario,"$20,000",2,2,95
1620516991-927,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?&page=1,Renta departamento alterra towers con increibles amenidades,"$15,000",3,2,144
1620516958-817,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=2,Bonito Departamento en Renta en Juriquilla Aqc,"$16,500",3,2,126
1620516873-497,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,"DEPARTAMENTO EN RENTA, 147 m2 EN EL PISO 9, AMPLIOS ESPACIOS, EXCELENTE VISTA","$18,600",2,3,147
1620516873-503,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?&page=2,P H  AMUEBLADO EN RENTA MILENIO III,"$18,000",3,2,136
1620516935-737,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=5,DEPARTAMENTO EN RENTA AMUEBLADO EN LIFE  JURIQUILLA,"$23,500",3,2,130
1620516888-548,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=11,Departamento en renta,"$16,500",2,2,105
1620516895-569,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=10,"Departamento Amueblado y Equipado en Juriquilla, Renta","$15,500",2,2,110
1620516951-798,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?&page=3,"RENTA de Departamento amueblado de lujo en Juriquilla Towers, Queretaro","$32,000",3,3,174
1620516758-55,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?&page=1,Hermoso departamento en renta.LC,"$20,500",3,2,106
